"maker_key","model_key","mileage","engine_power","registration_date","fuel","paint_color","car_type","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","price","sold_at"
"BMW","420",77061,135,"2015-08-01","diesel","black","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,36300,"2018-03-01"
"BMW","120",174631,120,"2009-01-01","diesel","black","convertible",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10500,"2018-04-01"
"BMW","120",208945,130,"2008-04-01","diesel","grey","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8300,"2018-04-01"
"BMW","220",21167,135,"2015-07-01","petrol","white","convertible",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,21900,"2018-04-01"
"BMW","650",24521,270,"2008-01-01","petrol","grey","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9200,"2018-09-01"
"BMW","325",205474,145,"2009-05-01","diesel","grey","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11000,"2018-04-01"
"BMW","Z4",128940,110,"2008-03-01","petrol","black","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7700,"2018-05-01"
"BMW","135",126213,225,"2013-02-01","petrol","white","convertible",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,16800,"2018-05-01"
"BMW","218",24868,100,"2016-01-01","petrol","grey","convertible",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,31000,"2018-05-01"
"BMW","420",90401,135,"2014-10-01","diesel","grey","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,26300,"2018-05-01"
"BMW","220",46963,140,"2015-10-01","diesel","orange","convertible",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,23300,"2018-05-01"
"BMW","Z4",43662,180,"2013-05-01","petrol","orange","convertible",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20800,"2018-05-01"
"BMW","318",196092,85,"1995-10-01","petrol","blue","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1800,"2018-05-01"
"BMW","430",113678,190,"2014-07-01","diesel","black","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,30100,"2018-05-01"
"BMW","420",65988,135,"2014-07-01","diesel","grey","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,28700,"2018-05-01"
"BMW","Z4",123809,125,"2004-07-01","petrol","black","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6500,"2018-05-01"
"BMW","320",181252,120,"2008-08-01","diesel","black","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,11100,"2018-05-01"
"BMW","118",195114,105,"2010-10-01","diesel","red","convertible",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9900,"2018-05-01"
"BMW","Z4",82761,110,"2005-05-01","petrol","grey","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9500,"2018-05-01"
"BMW","218",25050,100,"2016-01-01","petrol","grey","convertible",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,31000,"2018-06-01"
"BMW","420",64832,135,"2014-04-01","diesel","grey","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,27500,"2018-06-01"
"BMW","120",240788,120,"2009-01-01","diesel","grey","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5500,"2018-06-01"
"BMW","Z4",124516,125,"2004-07-01","petrol","black","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6300,"2018-06-01"
"BMW","318",187294,105,"2001-09-01","petrol","red","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2400,"2018-06-01"
"BMW","650",24452,270,"2008-01-01","petrol","grey","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6800,"2018-07-01"
"BMW","218",17267,110,"2016-03-01","diesel","white","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,24200,"2018-07-01"
"BMW","320",194192,120,"2008-07-01","diesel","beige","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,11800,"2018-07-01"
"BMW","420",36696,120,"2014-07-01","diesel","black","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,34300,"2018-07-01"
"BMW","M3",270907,236,"1996-08-01","petrol","black","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12100,"2018-08-01"
"BMW","330",142483,180,"2012-01-01","diesel","blue","convertible",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,15800,"2018-08-01"
"BMW","120",223269,120,"2008-07-01","diesel","blue","convertible",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8000,"2018-08-01"
"BMW","120",158805,130,"2008-06-01","diesel","black","convertible",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,9000,"2018-08-01"
"BMW","218",13131,110,"2016-04-01","diesel","grey","convertible",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,24300,"2018-08-01"
"BMW","318",187104,105,"2001-09-01","petrol","red","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2600,"2018-08-01"
"BMW","420",20996,135,"2014-05-01","petrol","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,21400,"2018-04-01"
"BMW","420",50222,135,"2014-04-01","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,26200,"2018-05-01"
"BMW","118",147180,100,"2012-05-01","diesel","black","coupe",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,8400,"2018-07-01"
"BMW","218",51618,105,"2015-10-01","diesel","grey","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,17100,"2018-06-01"
"BMW","320",104433,120,"2008-03-01","diesel","silver","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7500,"2018-07-01"
"BMW","420",77334,135,"2014-01-01","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,23800,"2018-07-01"
"BMW","420",55329,135,"2014-03-01","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26500,"2018-05-01"
"BMW","420",14041,140,"2016-07-01","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,27700,"2018-09-01"
"BMW","225",78638,160,"2014-10-01","diesel","black","coupe",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,18300,"2018-01-01"
"BMW","320",329173,110,"2004-07-01","diesel","silver","coupe",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2300,"2018-08-01"
"BMW","M235",34082,240,"2015-11-01","petrol","grey","coupe",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,30200,"2018-01-01"
"BMW","316",265751,85,"2002-01-01","petrol","silver","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,"2018-01-01"
"BMW","420",181644,135,"2014-05-01","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,19000,"2018-01-01"
"BMW","435",26062,225,"2015-02-01","petrol","blue","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,30500,"2018-03-01"
"BMW","425",56250,160,"2014-09-01","diesel","blue","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28600,"2018-02-01"
"BMW","435",45536,250,"2014-10-01","petrol","white","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,38900,"2018-02-01"
"BMW","640",69695,230,"2012-04-01","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,36300,"2018-02-01"
"BMW","420",61300,135,"2015-03-01","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,27700,"2018-02-01"
"BMW","640",197407,230,"2012-06-01","diesel","blue","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,32100,"2018-02-01"
"BMW","320",93066,135,"2013-01-01","diesel","black","coupe",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,11900,"2018-06-01"
"BMW","M3",29925,309,"2012-09-01","petrol","silver","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,47000,"2018-04-01"
"BMW","640 Gran Coupé",67403,230,"2015-08-01","diesel","black","coupe",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55200,"2018-02-01"
"BMW","420",199614,120,"2013-11-01","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,16100,"2018-02-01"
"BMW","220",27786,140,"2015-09-01","diesel","white","coupe",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,26200,"2018-02-01"
"BMW","420",80165,135,"2014-11-01","diesel","white","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19500,"2018-03-01"
"BMW","M4",69410,317,"2015-02-01","petrol","white","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,53600,"2018-03-01"
"BMW","M3",170550,309,"2011-03-01","petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,28000,"2018-03-01"
"BMW","420",42077,135,"2014-04-01","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,22400,"2018-03-01"
"BMW","640",92527,230,"2012-03-01","diesel","blue","coupe",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,32000,"2018-03-01"
"BMW","218",23949,100,"2016-01-01","diesel","blue","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,26400,"2018-04-01"
"BMW","320",175311,130,"2009-12-01","diesel","black","coupe",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,8600,"2018-03-01"
"BMW","435 Gran Coupé",97806,230,"2015-08-01","diesel","black","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,31500,"2018-03-01"
"BMW","640",141346,230,"2012-04-01","diesel","blue","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,39900,"2018-03-01"
"BMW","120",220101,130,"2011-03-01","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8900,"2018-03-01"
"BMW","420",64386,135,"2014-04-01","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,23800,"2018-03-01"
"BMW","420",54993,135,"2014-03-01","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18400,"2018-03-01"
"BMW","420",152383,135,"2014-04-01","diesel","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16900,"2018-03-01"
"BMW","M235",69736,240,"2014-11-01","petrol","grey","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,30000,"2018-05-01"
"BMW","320",202812,130,"2009-02-01","diesel","silver","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8200,"2018-04-01"
"BMW","640",69768,230,"2012-01-01","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,36900,"2018-04-01"
"BMW","120",220296,130,"2011-03-01","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7500,"2018-04-01"
"BMW","420",125965,135,"2014-10-01","diesel","blue","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,23400,"2018-04-01"
"BMW","420",193330,120,"2014-08-01","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,23000,"2018-04-01"
"BMW","i8",12402,170,"2016-01-01","hybrid_petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,95200,"2018-04-01"
"BMW","420",147130,135,"2014-01-01","diesel","black","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,23200,"2018-04-01"
"BMW","420",96260,135,"2014-02-01","diesel","white","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25300,"2018-04-01"
"BMW","M3",99283,309,"2008-09-01","petrol","silver","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,28600,"2018-04-01"
"BMW","420",48431,135,"2014-04-01","diesel","grey","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,27000,"2018-04-01"
"BMW","330",170862,170,"2007-07-01","diesel","white","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9200,"2018-04-01"
"BMW","420",100154,135,"2014-03-01","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,22500,"2018-04-01"
"BMW","320",187967,120,"2001-04-01","petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3100,"2018-04-01"
"BMW","320",39228,135,"2013-01-01","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,14600,"2018-04-01"
"BMW","435",90763,230,"2014-05-01","diesel","white","coupe",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,26100,"2018-04-01"
"BMW","320",342768,135,"2011-12-01","diesel","black","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8200,"2018-04-01"
"BMW","320",188335,130,"2009-07-01","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8700,"2018-05-01"
"BMW","M235",37619,240,"2014-05-01","petrol","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,27700,"2018-05-01"
"BMW","420",107375,135,"2014-07-01","diesel","white","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,23800,"2018-05-01"
"BMW","135",87304,225,"2011-09-01","petrol","white","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,23500,"2018-05-01"
"BMW","420",33947,135,"2014-04-01","petrol","grey","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,28000,"2018-05-01"
"BMW","420",61429,135,"2015-03-01","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,26800,"2018-05-01"
"BMW","630",149943,190,"2007-01-01","petrol","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10500,"2018-05-01"
"BMW","640",36139,230,"2012-09-01","diesel","beige","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,32100,"2018-05-01"
"BMW","420",41353,135,"2014-04-01","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,22000,"2018-05-01"
"BMW","435",121100,230,"2014-04-01","diesel","black","coupe",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28600,"2018-05-01"
"BMW","420",80540,120,"2014-05-01","petrol","black","coupe",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,21800,"2018-05-01"
"BMW","640",126685,230,"2012-09-01","diesel","black","coupe",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36500,"2018-05-01"
"BMW","420",12634,142,"2016-09-01","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,17800,"2018-05-01"
"BMW","420",47902,140,"2016-01-01","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,30700,"2018-05-01"
"BMW","640 Gran Coupé",63421,230,"2014-09-01","diesel","blue","coupe",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45800,"2018-05-01"
"BMW","430",70880,190,"2014-05-01","diesel","blue","coupe",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,28700,"2018-05-01"
"BMW","420",174740,135,"2013-11-01","diesel","white","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,22400,"2018-05-01"
"BMW","430 Gran Coupé",162327,190,"2014-07-01","diesel","black","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,23300,"2018-05-01"
"BMW","420",45299,120,"2015-11-01","diesel","brown","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,27600,"2018-05-01"
"BMW","335",268780,225,"2010-11-01","petrol","white","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,12900,"2018-06-01"
"BMW","420",61620,120,"2014-01-01","diesel","blue","coupe",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,26800,"2018-06-01"
"BMW","420",116134,135,"2014-01-01","diesel","grey","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,21800,"2018-06-01"
"BMW","420",46706,120,"2014-04-01","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,24100,"2018-06-01"
"BMW","320",260217,120,"2008-04-01","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,8500,"2018-06-01"
"BMW","420",143853,120,"2013-11-01","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,17000,"2018-06-01"
"BMW","420",65008,140,"2015-03-01","diesel","white","coupe",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,24200,"2018-06-01"
"BMW","320",189137,130,"2009-07-01","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8700,"2018-07-01"
"BMW","420",140694,120,"2013-10-01","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,18300,"2018-07-01"
"BMW","320",202363,120,"2007-11-01","diesel","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7600,"2018-07-01"
"BMW","325",221500,155,"2009-07-01","petrol","grey","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9300,"2018-07-01"
"BMW","420",47876,120,"2014-04-01","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,25000,"2018-07-01"
"BMW","320",224613,130,"2009-03-01","diesel","white","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8900,"2018-07-01"
"BMW","335",274992,210,"2012-01-01","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,19000,"2018-07-01"
"BMW","320",91931,135,"2013-01-01","diesel","black","coupe",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,12500,"2018-07-01"
"BMW","218",23886,110,"2015-10-01","diesel","red","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,16700,"2018-08-01"
"BMW","118",140464,105,"2012-02-01","diesel","blue","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8900,"2018-08-01"
"BMW","218",50421,100,"2015-10-01","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,17100,"2018-08-01"
"BMW","640",136545,230,"2012-07-01","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,29200,"2018-08-01"
"BMW","M3",169970,309,"2011-03-01","petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,35700,"2018-08-01"
"BMW","330",122991,170,"2017-11-01","diesel","green","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,11300,"2018-08-01"
"BMW","320",102178,120,"2009-09-01","petrol","grey","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,10700,"2018-08-01"
"BMW","635",173302,210,"2010-05-01","diesel","grey","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,19300,"2018-08-01"
"BMW","320",202811,120,"2007-11-01","diesel","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7700,"2018-08-01"
"BMW","325",169722,145,"2008-05-01","diesel","grey","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8300,"2018-08-01"
"BMW","320",129338,135,"2012-01-01","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,12800,"2018-08-01"
"BMW","320",186950,120,"2001-04-01","petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2700,"2018-09-01"
"BMW","218",34463,105,"2015-06-01","diesel","blue","coupe",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,23800,"2018-09-01"
"BMW","320",110818,135,"2012-04-01","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,15000,"2018-09-01"
"BMW","320",200510,135,"2010-12-01","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,10900,"2018-09-01"
"BMW","430 Gran Coupé",161794,190,"2014-07-01","diesel","black","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,23100,"2018-09-01"
"BMW","320",227832,120,"2008-04-01","diesel","black","estate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5400,"2018-01-01"
"BMW","318",108245,100,"2013-03-01","diesel","brown","estate",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,11700,"2018-01-01"
"BMW","520",221018,135,"2014-06-01","diesel","black","estate",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,16500,"2018-01-01"
"BMW","318",101658,100,"2013-02-01","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11400,"2018-01-01"
"BMW","320",163181,120,"2012-03-01","diesel","grey","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8200,"2018-01-01"
"BMW","320",143180,135,"2013-02-01","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,13100,"2018-01-01"
"BMW","316",146310,85,"2012-03-01","diesel","black","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7600,"2018-04-01"
"BMW","330",107560,190,"2013-06-01","diesel","grey","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14500,"2018-03-01"
"BMW","318",78425,100,"2013-06-01","diesel","beige","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12700,"2018-07-01"
"BMW","520",95078,140,"2014-12-01","diesel","black","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21300,"2018-03-01"
"BMW","520",246424,120,"2010-07-01","diesel","black","estate",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6000,"2018-08-01"
"BMW","318",203950,105,"2014-06-01","diesel","white","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,7900,"2018-04-01"
"BMW","316",158002,85,"2014-06-01","diesel","white","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8900,"2018-04-01"
"BMW","318",193476,105,"2014-04-01","diesel","silver","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500,"2018-04-01"
"BMW","320",209208,135,"2013-10-01","diesel","black","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,800,"2018-04-01"
"BMW","316",135119,85,"2014-12-01","diesel","white","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10900,"2018-06-01"
